No.,Nama Aktiva Tetap,NO SAP,Lokasi (Dist.Rule),Qty,Useful Life (Month),Useful Life (Year),acquisition Date,acquisition Year,Total Acquisision value,Kategori
1,"Zenia Staff Chair - Black, Code : X091445 - CPF1",500005,9CPF,4,48,4,30-Jun-18,2018," 213,400 ",Furniture & Fixture
2,"Zenia Staff Chair - Black, Code : X115821 - CPF1",500006,9CPF,7,48,4,30-Jun-18,2018," 177,770 ",Furniture & Fixture
3,"Zenia Staff Chair - Black #2, Code : X115821 - CPF1",500009,9CPF,8,48,4,30-Jun-18,2018," 118,514 ",Furniture & Fixture
4,"Zenia Staff Chair - Black #3, Code : X115821 - CPF1",500010,9CPF,6,48,4,30-Jun-18,2018," 118,514 ",Furniture & Fixture
5,"Zenia Staff Chair - Black #4, Code : X115821 - CPF1",500011,9CPF,1,48,4,30-Jun-18,2018," 118,514 ",Furniture & Fixture
6,Kursi Kantor CH With Armrest - CWH,500036,9CWH,1,48,4,30-Jun-18,2018," 215,616 ",Furniture & Fixture
7,Packing table - CPF,500038,9CPF,20,48,4,30-Jun-18,2018," 6,196,655 ",Furniture & Fixture
8,"Sieben Staff Desk 1206 Iron Wood (u/s), code: X130311 - CPF",500002,9CPF,2,48,4,30-Jun-18,2018," 1,780,957 ",Furniture & Fixture
9,"Sieben WS 25 1212 Iron Wood, Code: X130594 - CPF",500003,9CPF,6,48,4,30-Jun-18,2018," 4,244,660 ",Furniture & Fixture
10,"Sieben Staff Desk 1206 Iron Wood (u/s), code: X130613 - CPF",500004,9CPF,8,48,4,30-Jun-18,2018," 3,722,170 ",Furniture & Fixture
11,"Kentucky Bar Stool, Code : X066299 - CPF1",500007,9CPF,12,48,4,30-Jun-18,2018," 94,758 ",Furniture & Fixture
12,"Kentucky Bar Stool White #2, Code : X066299 - CPF1",500008,9CPF,8,48,4,30-Jun-18,2018," 94,758 ",Furniture & Fixture
13,"Storage Shelf Flag 4 Shelf, code : KLS 10009890 - CPF1",500012,9CPF,10,48,4,30-Jun-18,2018," 1,855,550 ",Furniture & Fixture
14,"Storage Shelf Flag 5 Shelf #1, code : KLS 291374 - CPF1",500013,9CPF,2,48,4,30-Jun-18,2018," 322,450 ",Furniture & Fixture
15,"Storage Shelf Flag 5 Shelf #2, code : KLS 291374 - CPF1",500014,9CPF,1,48,4,30-Jun-18,2018," 322,450 ",Furniture & Fixture
16,"Storage Shelving step rack IV 8 pintu #1, code : 283646 - CPF 1",500015,9CPF,1,48,4,30-Jun-18,2018," 982,450 ",Furniture & Fixture
17,"Storage Shelving step rack IV 8 pintu #2, code : 283646 - CPF 1",500016,9CPF,2,48,4,30-Jun-18,2018," 982,450 ",Furniture & Fixture
18,Storage Shelving step rack IV 8 pintu #3 code : 283646 - CPF 1,500017,9CPF,2,48,4,30-Jun-18,2018," 982,450 ",Furniture & Fixture
19,"Rak Gantung Grundtal #1, code 601.771.85 - CPF1",500018,9CPF,1,48,4,30-Jun-18,2018," 239,950 ",Furniture & Fixture
20,"Rak Gantung Grundtal #2, code 601.771.85 - CPF1",500019,9CPF,12,48,4,30-Jun-18,2018," 239,950 ",Furniture & Fixture
21,"Rak dinding Algot, code 390.685.22 - CPF1",500020,9CPF,5,48,4,30-Jun-18,2018," 769,990 ",Furniture & Fixture
22,"Rak besi 100x40x200 cm, 4 ambal + ambalan #1 - CPF1",500021,9CPF,4,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
23,"Rak besi 100x40x200 cm, 4 ambal + ambalan #2 - CPF1",500022,9CPF,1,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
24,"Rak besi 100x40x200 cm, 4 ambal + ambalan #3 - CPF1",500023,9CPF,1,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
25,"Rak besi 100x40x200 cm, 4 ambal + ambalan #4 - CPF1",500024,9CPF,1,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
26,"Rak besi 100x40x200 cm, 4 ambal + ambalan #5 - CPF1",500025,9CPF,1,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
27,"Rak besi 100x40x200 cm, 4 ambal + ambalan #6 - CPF1",500026,9CPF,1,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
28,"Rak besi 100x40x200 cm, 4 ambal + ambalan #7 - CPF1",500027,9CPF,1,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
29,"Rak besi 100x40x200 cm, 4 ambal + ambalan #8 - CPF1",500028,9CPF,1,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
30,"Rak besi 100x40x200 cm, 4 ambal + ambalan #9 - CPF1",500029,9CPF,1,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
31,"Rak besi 100x40x200 cm, 4 ambal + ambalan #10 - CPF1",500030,9CPF,1,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
32,"Rak besi 100x40x200 cm, 4 ambal + ambalan #11 - CPF1",500031,9CPF,1,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
33,"Rak besi 100x40x200 cm, 4 ambal + ambalan #12 - CPF1",500032,9CPF,1,48,4,30-Jun-18,2018," 587,820 ",Furniture & Fixture
34,Kursi Lipat Kuliahan #1 CPF,500033,9CPF,1,48,4,30-Jun-18,2018," 150,407 ",Furniture & Fixture
35,Kursi Lipat Kuliahan #2 CPF,500034,9CPF,1,48,4,30-Jun-18,2018," 150,407 ",Furniture & Fixture
36,Meja Kantor MTM 3001 uk 120x60x75 cm - CWH,500035,9CWH,1,48,4,30-Jun-18,2018," 421,866 ",Furniture & Fixture
37,Kursi Kantor CH With Armrest - CWH,500037,9CWH,1,48,4,30-Jun-18,2018," 215,616 ",Furniture & Fixture
38,"Meja Office Top Table Multiplek, Kaki Besi - 9CPF",500039,9CPF,1,48,4,31-Dec-18,2018," 2,050,000 ",Furniture & Fixture
39,"Meja Office Top Table Multiplek, Kaki Besi - 9CPF",500040,9CPF,1,48,4,31-Dec-18,2018," 2,050,000 ",Furniture & Fixture
40,"Meja Office Top Table Multiplek, Kaki Besi - 9CPF",500041,9CPF,1,48,4,31-Dec-18,2018," 2,050,000 ",Furniture & Fixture
41,"Meja Office Top Table Multiplek, Kaki Besi - 9CPF",500042,9CPF,1,48,4,31-Dec-18,2018," 2,050,000 ",Furniture & Fixture
42,"Meja Office Top Table Multiplek, Kaki Besi - 9CPF",500043,9CPF,1,48,4,31-Dec-18,2018," 2,050,000 ",Furniture & Fixture
43,"Meja Office Top Table Multiplek, Kaki Besi - 9CPF",500044,9CPF,1,48,4,31-Dec-18,2018," 2,050,000 ",Furniture & Fixture
44,"Meja Office Top Table Multiplek, Kaki Besi - 9CPF",500045,9CPF,1,48,4,31-Dec-18,2018," 2,050,000 ",Furniture & Fixture
45,"Meja Office Top Table Multiplek, Kaki Besi - 9CPF",500046,9CPF,1,48,4,31-Dec-18,2018," 2,050,000 ",Furniture & Fixture
46,Kitchen Set Atas dan Bawah - 9CPF,500047,9CPF,1,48,4,01-Feb-19,2019," 23,667,500 ",Furniture & Fixture
47,Meja Resepsionis uk.2m(P)x0.8m(L)x1.2m(T) - 9CPF,500048,9CPF,1,48,4,01-Feb-19,2019," 8,500,000 ",Furniture & Fixture
48,CF - Table For Mixer L1800mm x W595mm x H875mm - 9CPF,500057,9CUT,1,96,8,04-Apr-19,2019," 4,275,000 ",Furniture & Fixture
49,CF - Table For Mixer L1800mm x W595mm x H875mm - 9CPF,500058,9CUT,1,96,8,04-Apr-19,2019," 4,275,000 ",Furniture & Fixture
50,Table For Mixer L1800mm x W595mm x H875mm (2 Shelves) - 9CPF,500059,9CUT,1,48,4,04-Apr-19,2019," 6,460,000 ",Furniture & Fixture
51,Table For Mixer L1800mm x W595mm x H875mm (2 Shelves) - 9CPF,500060,9CUT,1,48,4,04-Apr-19,2019," 6,460,000 ",Furniture & Fixture
52,Table Top Phenolic Resin - 9CPF,500061,9CPF,1,48,4,25-Apr-19,2019," 9,000,000 ",Furniture & Fixture
53,Table Top Phenolic Resin - 9CPF,500062,9CPF,1,48,4,25-Apr-19,2019," 9,000,000 ",Furniture & Fixture
54,Rak besi 1800x700x24000 cm - 9CPF,500084,9CPF,1,48,4,31-May-19,2019," 9,718,050 ",Furniture & Fixture
55,Vinoti Office Working Chair Y-MESH MB - 9CPF,500074,9CPF,1,48,4,01-Jul-19,2019," 1,207,500 ",Furniture & Fixture
56,Vinoti Office Working Chair Y-MESH MB - 9CPF,500075,9CPF,1,48,4,01-Jul-19,2019," 1,207,500 ",Furniture & Fixture
57,Vinoti Office Working Chair Y-MESH MB - 9CPF,500076,9CPF,1,48,4,01-Jul-19,2019," 1,207,500 ",Furniture & Fixture
58,Vinoti Office Working Chair Y-MESH MB - 9CPF,500077,9CPF,1,48,4,01-Jul-19,2019," 1,207,500 ",Furniture & Fixture
59,Vinoti Office Working Chair Y-MESH MB - 9CPF,500078,9CPF,1,48,4,01-Jul-19,2019," 1,207,500 ",Furniture & Fixture
60,Vinoti Office Working Chair Y-MESH MB - 9CPF,500079,9CPF,1,48,4,01-Jul-19,2019," 1,207,500 ",Furniture & Fixture
61,Vinoti Office Working Chair Y-MESH MB - 9CPF,500080,9CPF,1,48,4,01-Jul-19,2019," 1,207,500 ",Furniture & Fixture
62,Vinoti Office Working Chair Y-MESH MB - 9CPF,500081,9CPF,1,48,4,01-Jul-19,2019," 1,207,500 ",Furniture & Fixture
63,Vinoti Office Working Chair U-MESH HB - 9CPF,500082,9CPF,1,48,4,01-Jul-19,2019," 2,135,000 ",Furniture & Fixture
64,Vinoti Office Working Chair U-MESH HB - 9CPF,500083,9CPF,1,48,4,01-Jul-19,2019," 2,135,000 ",Furniture & Fixture
65,Onna Blue Roller Blinds ch 38 Kain Solar 1400 (R.Pak Richard) - 9CPF,500091,9CPF,1,48,4,01-Aug-19,2019," 740,125 ",Furniture & Fixture
66,Onna Blue Roller Blinds ch 38 Kain Blackout 3302 (R.Pak Richard) - 9CPF,500092,9CPF,,48,4,01-Aug-19,2019," 759,875 ",Furniture & Fixture
67,Onna Blue Roller Blinds ch 38 Kain Blackout 3302 (R.Pak Richard) - 9CPF,500093,9CPF,,48,4,01-Aug-19,2019," 759,875 ",Furniture & Fixture
68,Onna Blue Roller Blinds ch 38 Kain Solar 1400 (R.Pak Sulis) - 9CPF,500094,9CPF,,48,4,01-Aug-19,2019," 740,125 ",Furniture & Fixture
69,Onna Blue Roller Blinds ch 38 Kain Blackout 3302 (R.Pak Sulis) - 9CPF,500095,9CPF,,48,4,01-Aug-19,2019," 759,875 ",Furniture & Fixture
70,Onna Blue Roller Blinds ch 38 Kain Blackout 3302 (R.Pak Sulis) - 9CPF,500096,9CPF,,48,4,01-Aug-19,2019," 759,875 ",Furniture & Fixture
71,Onna Blue Roller Blinds ch 38 Kain Solar 1400 (R.Lab PRD) - 9CPF,500097,9CPF,1,48,4,01-Aug-19,2019," 740,125 ",Furniture & Fixture
72,Onna Blue Roller Blinds ch 38 Kain Solar 1400 (R.Lab PRD) - 9CPF,500098,9CPF,1,48,4,01-Aug-19,2019," 740,125 ",Furniture & Fixture
73,Table Tennis BLU 210D - 9CPF,500099,9CPF,1,48,4,01-Aug-19,2019," 2,249,318 ",Furniture & Fixture
74,Meja Credenza Samping w/ Top & Plint Stainless Ruang Laboratorium - 9CPF,500085,9CPF,1,48,4,30-Sep-19,2019," 10,080,000 ",Furniture & Fixture
75,Lemari Rak Terbuka w/ Plint Stainless Ruang Laboratorium - 9CPF,500086,9CPF,1,48,4,30-Sep-19,2019," 6,300,000 ",Furniture & Fixture
76,Meja Credenza Bawah Papan Tulis Kaca w/ Top & Plint Stainless Ruang Laboratorium - 9CPF,500087,9CPF,,48,4,30-Sep-19,2019," 6,240,000 ",Furniture & Fixture
77,Meja Kerja w/ Top Granite Marmer Tile Ruang Laboratorium - 9CPF,500088,9CPF,,48,4,30-Sep-19,2019," 8,850,000 ",Furniture & Fixture
78,Papan Tulis Kaca Ruang Laboratorium - 9CPF,500089,9CPF,,48,4,30-Sep-19,2019," 2,000,000 ",Furniture & Fixture
79,Meja Sink Ruang Laboratorium - 9CPF,500090,9CPF,,48,4,30-Sep-19,2019," 7,500,000 ",Furniture & Fixture
80,Dustbin 660L Yellow - 9CPF,500100,9CPF,1,48,4,12-Sep-19,2019," 3,149,091 ",Furniture & Fixture
81,Dustbin 660L Yellow - 9CPF,500101,9CPF,,48,4,12-Sep-19,2019," 3,149,091 ",Furniture & Fixture
82,Side Table / Wall Bench Ruang Lab Utama 815.5x75x85 - 9CPF,500049,9CPF,,48,4,01-Sep-19,2019," 52,500,000 ",Furniture & Fixture
83,Hanging Bench 504x45x60 - 9CPF,500050,9CPF,,48,4,01-Sep-19,2019," 9,000,000 ",Furniture & Fixture
84,Center Table 200x120x85/160 - 9CPF,500051,9CPF,,48,4,01-Sep-19,2019," 29,950,000 ",Furniture & Fixture
85,Side Table / Wall Bench Ruang Autoclave 208.5x60x85 - 9CPF,500052,9CPF,,48,4,01-Sep-19,2019," 26,150,000 ",Furniture & Fixture
86,"Exhaust Fan 16"" Panasonic - 9CPF",500053,9CPF,,48,4,01-Sep-19,2019," 1,250,000 ",Furniture & Fixture
87,Meja Sink Ruang Antara 90x60x85 - 9CPF,500054,9CPF,,48,4,01-Sep-19,2019," 10,500,000 ",Furniture & Fixture
88,Side Table / Wall Bench Ruang Organoleptik 579x75x85 - 9CPF,500055,9CPF,,48,4,01-Sep-19,2019," 40,800,000 ",Furniture & Fixture
89,Pass Box 600x500x500 - 9CPF,500056,9CPF,,48,4,01-Sep-19,2019," 23,500,000 ",Furniture & Fixture
90,Meja Kerja (uk.80x180x75) Ruang Direktur - 9CPF,500063,9CPF,,48,4,01-Oct-19,2019," 5,500,000 ",Furniture & Fixture
91,Credenza Samping Meja Ruang Direktur - 9CPF,500064,9CPF,,48,4,01-Oct-19,2019," 3,570,000 ",Furniture & Fixture
92,Credenza Belakang Kursi Meja Ruang Direktur - 9CPF,500065,9CPF,,48,4,01-Oct-19,2019," 4,230,000 ",Furniture & Fixture
93,Meja Kerja (uk.80x180x75) Ruang Factory Manager - 9CPF,500066,9CPF,,48,4,01-Oct-19,2019," 5,500,000 ",Furniture & Fixture
94,Credenza Samping Meja Ruang Factory Manager - 9CPF,500067,9CPF,,48,4,01-Oct-19,2019," 3,570,000 ",Furniture & Fixture
95,Credenza Belakang Kursi Meja Ruang Factory Manager - 9CPF,500068,9CPF,,48,4,01-Oct-19,2019," 4,230,000 ",Furniture & Fixture
96,Meja Meeting uk.1.2x2.4 Dengan Stop Kontak Built in - 9CPF,500069,9CPF,,48,4,01-Oct-19,2019," 9,500,000 ",Furniture & Fixture
97,Credenza Depan (Bawah Proyektor) Ruang Training - 9CPF,500070,9CPF,,48,4,01-Oct-19,2019," 5,640,000 ",Furniture & Fixture
98,Meja Podium Ruang Training - 9CPF,500071,9CPF,,48,4,01-Oct-19,2019," 5,500,000 ",Furniture & Fixture
99,Credenza Bagian Belakang (Serving Table) Ruang Training - 9CPF,500072,9CPF,,48,4,01-Oct-19,2019," 4,700,000 ",Furniture & Fixture
100,Lemari Pajangan (Awards) - 9CPF,500073,9CPF,,48,4,01-Oct-19,2019," 26,880,000 ",Furniture & Fixture
101,1 Set IP PBX Panasonic NS300 - 9CPF,500102,9CPF,,48,4,21-Oct-19,2019," 12,900,000 ",Furniture & Fixture
102,MDF-100 pair - 9CPF,500103,9CPF,,48,4,21-Oct-19,2019," 1,500,000 ",Furniture & Fixture
103,DPT KX-DT521 Black - 9CPF,500104,9CPF,,48,4,21-Oct-19,2019," 1,750,000 ",Furniture & Fixture
104,DPT KX-DT521 Black - 9CPF,500105,9CPF,,48,4,21-Oct-19,2019," 1,750,000 ",Furniture & Fixture
105,DPT KX-DT521 Black - 9CPF,500106,9CPF,,48,4,21-Oct-19,2019," 1,750,000 ",Furniture & Fixture
106,Locker Karyawan - 5 Doors Single Column- 9CPF,500107,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
107,Locker Karyawan - 5 Doors Single Column- 9CPF,500108,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
108,Locker Karyawan - 5 Doors Single Column- 9CPF,500109,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
109,Locker Karyawan - 5 Doors Single Column- 9CPF,500110,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
110,Locker Karyawan - 5 Doors Single Column- 9CPF,500111,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
111,Locker Karyawan - 5 Doors Single Column- 9CPF,500112,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
112,Locker Karyawan - 5 Doors Single Column- 9CPF,500113,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
113,Locker Karyawan - 5 Doors Single Column- 9CPF,500114,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
114,Locker Karyawan - 5 Doors Single Column- 9CPF,500115,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
115,Locker Karyawan - 5 Doors Single Column- 9CPF,500116,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
116,Locker Karyawan - 5 Doors Single Column- 9CPF,500117,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
117,Locker Karyawan - 5 Doors Single Column- 9CPF,500118,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
118,Locker Karyawan - 5 Doors Single Column- 9CPF,500119,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
119,Locker Karyawan - 5 Doors Single Column- 9CPF,500120,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
120,Locker Karyawan - 5 Doors Single Column- 9CPF,500121,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
121,Locker Karyawan - 5 Doors Single Column- 9CPF,500122,9CPF,,48,4,11-Oct-19,2019," 1,362,727 ",Furniture & Fixture
122,"Meja Office Top Table Multipleks fin. HPL, Kaki Besi fin. Cat Putih- 9CPF",500123,9CPF,,48,4,28-Jan-20,2020," 2,050,000 ",Furniture & Fixture
123,"Meja Office Top Table Multipleks fin. HPL, Kaki Besi fin. Cat Putih- 9CPF",500124,9CPF,,48,4,28-Jan-20,2020," 2,050,000 ",Furniture & Fixture
124,"Meja Office Top Table Multipleks fin. HPL, Kaki Besi fin. Cat Putih- 9CPF",500125,9CPF,,48,4,28-Jan-20,2020," 2,050,000 ",Furniture & Fixture
125,"Meja Office Top Table Multipleks fin. HPL, Kaki Besi fin. Cat Putih- 9CPF",500126,9CPF,,48,4,28-Jan-20,2020," 2,050,000 ",Furniture & Fixture
126,Meja Filtering - 9CPF,500127,9CPF,,48,4,28-Jan-20,2020," 2,550,000 ",Furniture & Fixture
127,Meja Timbang - 9CPF,500128,9CPF,,48,4,28-Jan-20,2020," 2,700,000 ",Furniture & Fixture
128,GEA - Working Table WK-180 - 9CPF,500129,9CPF,,48,4,09-Jun-21,2021," 2,812,500 ",Furniture & Fixture
129,GEA - Working Table WK-180 - 9CPF,500130,9CPF,,48,4,09-Jun-21,2021," 2,812,500 ",Furniture & Fixture
130,GEA - Storage Rack SR-180 - 9CPF,500131,9CPF,,48,4,09-Jun-21,2021," 3,150,000 ",Furniture & Fixture
131,GEA - Working Table WK-180 - 9CPF,500132,9CPF,,48,4,09-Jun-21,2021," 2,812,500 ",Furniture & Fixture
132,GEA - Working Table WK-180 - 9CPF,500133,9CPF,,48,4,09-Jun-21,2021," 2,812,500 ",Furniture & Fixture
133,GEA - Working Table WK-180 - 9CPF,500134,9CPF,,48,4,09-Jun-21,2021," 2,812,500 ",Furniture & Fixture
134,GEA - Working Table WK-180 - 9CPF,500135,9CPF,,48,4,09-Jun-21,2021," 2,812,500 ",Furniture & Fixture
135,GEA - Storage Rack SR-180 - 9CPF,500136,9CPF,,48,4,09-Jun-21,2021," 3,150,000 ",Furniture & Fixture
136,VINOTI - Working Chair Mesh black - 9QAC,500137,9QAC,,48,4,15-Sep-21,2021," 1,395,000 ",Furniture & Fixture
137,VINOTI - Working Chair Mesh black - 9QAC,500138,9QAC,,48,4,15-Sep-21,2021," 1,395,000 ",Furniture & Fixture
138,VINOTI - Working Chair Mesh black - 9QAC,500139,9QAC,,48,4,15-Sep-21,2021," 1,395,000 ",Furniture & Fixture
139,VINOTI - Working Chair Mesh black - 9QAC,500140,9QAC,,48,4,15-Sep-21,2021," 1,395,000 ",Furniture & Fixture
140,Mobile Pedestal - Drawer - 9QAC,500141,9QAC,,48,4,15-Sep-21,2021," 1,477,500 ",Furniture & Fixture
141,Mobile Pedestal - Drawer - 9QAC,500142,9QAC,,48,4,15-Sep-21,2021," 1,477,500 ",Furniture & Fixture
142,Mobile Pedestal - Drawer - 9QAC,500143,9QAC,,48,4,15-Sep-21,2021," 1,477,500 ",Furniture & Fixture
143,Mobile Pedestal - Drawer - 9QAC,500144,9QAC,,48,4,15-Sep-21,2021," 1,477,500 ",Furniture & Fixture
